item_id	resolution_kind	authority_tier	final_value	evidence	product_write_status
HISTORY-LLM-134	protected-history-retained	official-or-wiki	这份感情的主人，虽然年末依旧为恋心所苦恼，但能穿上自己喜欢的盛装还是非常开心。尽管如此，未曾改变的恋情中产生的不安依然潜藏在心底，静静地苛责着主人。＠那个Doppel同样向往着恋爱，不过在裹上吉祥物之后有了自信，放出被称为招福除灾的光辉，即使道路前方存在障碍，也可以毫不胆怯地正面突击。被这种气势压倒的人，最后会目击太阳和富士山，并被一气扫除吧。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/240000/description	no-product-write-protected
HISTORY-LLM-135	protected-history-retained	official-or-wiki	其姿态为人鱼	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/240100/title	no-product-write-protected
HISTORY-LLM-136	protected-history-retained	official-or-wiki	这种感情的主人将目光从“如果不告白的话就传达不到”这一真理中移开，继续等待着名为偶发良机的夏天的大波浪。＠这只Doppel因此闲得很，一解放就奔放地游来游去。＠那个攻击是单纯的动能和势能的结合技，利用加速的夏日热情和不断增长的恋心的压倒性质量粉碎敌人。＠主人释放出自己一时的感情，清爽之后，会再次提醒自己“好机会还没有到来”。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/240100/description	no-product-write-protected
HISTORY-LLM-137	protected-history-retained	official-or-wiki	常夏的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/250100/name	no-product-write-protected
HISTORY-LLM-138	protected-history-retained	official-or-wiki	其姿态为阳气	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/250100/title	no-product-write-protected
HISTORY-LLM-139	protected-history-retained	official-or-wiki	这份感情的主人，由于有了一起战斗的伙伴们感到无比欣喜。＠怀着想要成为模范前辈的心情，想要保持和平时一样的冷静，但也许是出于反作用，Doppel无法隐藏热情且带着热带风情的外表。＠Doppel奔放的爆发力和主人冷静的瞄准控制保持了危险的平衡，最终发挥了无与伦比的战斗能力。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/250100/description	no-product-write-protected
HISTORY-LLM-140	protected-history-retained	official-or-wiki	其姿态为巧克力	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/270000/title	no-product-write-protected
HISTORY-LLM-141	protected-history-retained	official-or-wiki	这份感情的主人，总是会弄错执着的对象。＠每次看到巧克力蛋糕都会屈服于那褐色的诱惑，想要一口吞下，但实际上装进胃里的，都是乳白色的鲜奶酪蛋糕。＠这个Doppel有时会违背自身的欲望，故意去吃奶酪蛋糕，但也只有在那种时候，装进胃里的是真正的奶酪蛋糕。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/270000/description	no-product-write-protected
HISTORY-LLM-142	protected-history-retained	official-or-wiki	其姿态为汽水	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/270100/title	no-product-write-protected
HISTORY-LLM-143	protected-history-retained	official-or-wiki	这份感情的主人，怀着不想离开的心情，想要在最后创造满夏的回忆。与主人同调的Doppel打算用青春的夏色打扮自己。将包裹自身的碳酸饮料含在口中，无所顾忌地喷出后便使其炸开，无论是体能强劲还是性格跳脱，抑或发型爆炸的各种各样的“炸爆”事物都从中诞生。尽管这副光景受Doppel的影响而四处扩散，可无论何人都只是因碳酸饮料的美味而兴奋，不会使得场面陷入混乱。顺便一提Doppel似乎讨厌那些象征着夏天结束的线香花火。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/270100/description	no-product-write-protected
HISTORY-LLM-144	protected-history-retained	official-or-wiki	其姿态为拆线器	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300100/title	no-product-write-protected
HISTORY-LLM-145	protected-history-retained	official-or-wiki	这份感情的主人，忌惮着这个拥有与自身完全相反力量的Doppel。能够“拆解”所触对象的Doppel，只要能用微不足道的魔力作出一个小小的缺口，便能发挥令任何事物乃至概念都自其处崩散的恐怖能力。然而，这个Doppel似乎只对毁坏主人的作品抱有兴趣，仅仅热衷于令主人费力缝合的事物全部落为徒劳。同时这个Doppel也拥有与较低的魔力量完全不符的自我增殖能力，在通过压倒性的省能模式保有魔力的另一面，形成了对照般的巨大体型。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300100/description	no-product-write-protected
HISTORY-LLM-146	protected-history-retained	official-or-wiki	其姿态为喊话器	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300200/title	no-product-write-protected
HISTORY-LLM-147	protected-history-retained	official-or-wiki	这份感情的主人认为Doppel是可以展现自己特征的正面存在，还不知道它有着会把支持它的人耗尽的危险。在Doppel本体的周围，漂浮着为了吸引支援与对方战斗到死的亡灵。一旦被这个亡灵附身，就会变成肉壁守护主人直到死亡。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300200/description	no-product-write-protected
HISTORY-LLM-148	protected-history-retained	official-or-wiki	其姿态为颈甲	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300400/title	no-product-write-protected
HISTORY-LLM-149	protected-history-retained	official-or-wiki	这份感情的主人对于与自己的勇敢正相称的Doppel感到满足，但那银光闪闪的身体却会让她冬冷夏热。 Doppel和主人一样有着强烈的自尊心，无论遇到什么事情都要正面与之对决。然而，由于盲目地相信自己身体的强韧，面对任何攻击都不会躲避、坚持行进，所以也会遭受许多痛苦。 再加上，本来Doppel是将自己的身体作为坚固的铠甲献与主人，但是主人会出于强烈的自尊心，想要亲自上阵给出最后一击，因此两者也会相互争夺主导权。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300400/description	no-product-write-protected
HISTORY-LLM-150	protected-history-retained	official-or-wiki	其姿态为蛇莓	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300600/title	no-product-write-protected
HISTORY-LLM-151	protected-history-retained	official-or-wiki	这份感情的主人对于没有善恶概念、自由自在的Doppel有着亲近感，同时也感觉到了自己的幼稚。＠这个Doppel用直达脑内的超声波的语言肯定一切，给予自信和勇气，无论什么烦恼都能消除。那些让人心情舒畅的词语令人依赖，不过由于它出于好心，连人的攻击性和负面感情也无止境地肯定了，会在不经意间把对象引向最糟糕的行动吧。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300600/description	no-product-write-protected
HISTORY-LLM-152	protected-history-retained	official-or-wiki	其姿态为风天	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300700/title	no-product-write-protected
HISTORY-LLM-153	protected-history-retained	official-or-wiki	这份感情的主人对于跟自己一样无论能跑多快，结果还是不能跨越海洋的Doppel的能力感到失望。＠被这Doppel的脚尖触碰到的东西会即刻风化，但若是不移动的话自己就会被沙漠化的地面掩埋，所以必须不停奔跑才行。＠因此虽能以如风一般的速度奔跑，但却不能飞。＠另外，一旦这个Doppel现身，主人就会随着Doppel一起离去，不过会留下如同足迹的风化痕迹，要追踪似乎很容易。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300700/description	no-product-write-protected
HISTORY-LLM-154	protected-history-retained	official-or-wiki	其姿态为化妆包	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300800/title	no-product-write-protected
HISTORY-LLM-155	protected-history-retained	official-or-wiki	这份感情的主人并不认为这个Doppel不好，但还是对被别人看到有抵触情绪。具有两面性的Doppel，从褶边等装饰到染色，都给人一种可爱温柔的感觉，但是内部的印象却形成了鲜明的对比。打开化妆包，可爱的内脏代替可爱的物品露出脸来，让看到的人的空气都冻结了。而且，内脏在物理上也是非常冷的，被打的人在一瞬间精神上和肉体上都会被冻结。顺便说一下，Doppel并不认为是因为自己的原因而结冰的。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300800/description	no-product-write-protected
HISTORY-LLM-156	protected-history-retained	official-or-wiki	其姿态为丙烷	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300900/title	no-product-write-protected
HISTORY-LLM-157	protected-history-retained	official-or-wiki	这份感情的主人，对于这个使用自己体内渗出的毒素制作有毒料理的Doppel并不感到高兴。＠这个Doppel使用仿佛水母触手前端的燃气灶，将任何食材制作成美味的有毒料理，并强行让客人落座在头部玻璃球里早已备好的座位上。＠被这个魔女烹饪的毒料理有着思维，为了抢先一步落到客人的胃里，即使只是坐着也会被强迫着进食。＠顺带一提，料理虽然有毒，但是味道很好。虽然味道很好，但以来路不明的谜之肉为首，大量使用了呻吟的蔬菜、来回走动的水果等出处令人不安的食材。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/300900/description	no-product-write-protected
HISTORY-LLM-158	protected-history-retained	official-or-wiki	其姿态为海星	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301000/title	no-product-write-protected
HISTORY-LLM-159	protected-history-retained	official-or-wiki	这份感情的主人，盼望着自己能如太阳般光芒万丈，成为众人注目的焦点。与这份承认欲望共鸣的Doppel遵从主人的憧憬追求极致的“美”，成功制造出内包了星形分子配列构造的含有透明感的肉体，试图将之献予主人，替换其原本的身体。散发光辉的本体寻求赞颂肉体的追随者，延展触肢至四面八方，用强硬的手段去笼络粉丝。尝试逃跑的人会被由上至下地贯穿，但只要说出一句可爱，Doppel便愿意将你放过。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301000/description	no-product-write-protected
HISTORY-LLM-160	protected-history-retained	official-or-wiki	其姿态为毛巾	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301200/title	no-product-write-protected
HISTORY-LLM-161	protected-history-retained	official-or-wiki	这份感情的主人非常喜爱这个看似幼稚的Doppel。＠这个Doppel与主人的敏锐相反，精神如同幼儿一般，只希望获得安眠，如果被妨碍的话不仅会大闹起来，还会用婴儿般的哭声破坏对手的鼓膜。＠另外，如果这个Doppel打起哈欠，周围的生物不论敌我都会被猛烈的睡魔袭击，陷入它柔软身体的人更是会沉入无上的安眠。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301200/description	no-product-write-protected
HISTORY-LLM-162	protected-history-retained	official-or-wiki	其姿态为鼻	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301300/title	no-product-write-protected
HISTORY-LLM-163	protected-history-retained	official-or-wiki	这份情感的主人不知道自己需要什么来证明自己就是自己，并因为对存在的认知是模糊的而感到混乱。这个Doppel可以把自己伪装成某人，还可以让周围的人屈服。它不但不赐予别人任何东西，甚至当它效仿别人做出可能伤害他人或夺走他人生命的方式时，周围的人也无法介入，仿佛无法违抗。然而，如果被目击到衣服下面是空洞的话，瞬间就会失去自己的存在价值，成为无力的存在。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301300/description	no-product-write-protected
HISTORY-LLM-164	protected-history-retained	official-or-wiki	其姿态为检察官	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301400/title	no-product-write-protected
HISTORY-LLM-165	protected-history-retained	official-or-wiki	这份感情的主人，一直在尝试逗笑别人，结果为被周围的人误解为有着独特的性格而感到尴尬。这个Doppel也因为没有真实的身影藏在面具下，一直在为如何被理解而烦恼。然而，因为不介意自己能得到多少，所以它一边扮演着权威的角色，一边夺走了周围人的所有价值。不仅涉及物品，还涉及生命和记忆。如果听到Doppel满意的笑声的时候也跟着一起笑，Doppel就会以为自己的真面目暴露了，并试图隐藏起来。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301400/description	no-product-write-protected
HISTORY-LLM-166	protected-history-retained	official-or-wiki	其姿态为夜魔侠	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301700/title	no-product-write-protected
HISTORY-LLM-167	protected-history-retained	official-or-wiki	这份感情的主人对于如同坐在摇椅上的平稳人生感到无聊。＠这个Doppel模仿名为夜魔侠（不要命了）的架空怪物的姿态，并为了不让主人察觉到眼前的危险，将其双眼遮住。＠Doppel以目前无败而自夸，在能压倒自己的强敌没有出现的现状下，和主人一样危险地感到无聊。＠因此背水一战的情况越来越多，但被遮住视线的主人今天也放心地将背后交予着它。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301700/description	no-product-write-protected
HISTORY-LLM-168	protected-history-retained	official-or-wiki	其姿态为笑袋	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301900/title	no-product-write-protected
HISTORY-LLM-169	protected-history-retained	official-or-wiki	这个感情的主人，在心中隐藏着成熟时的自己。经常笑着的这个Doppel，一旦出现对自己来说不方便的东西，就会在体内积蓄压力。然后，把压力变成笑声，会把不想看的东西吹跑。不管是看右边还是看左边都会继续笑，压力的对象也千差万别。也许是对什么都不高兴。如果世界被认为是被笑飞的对象的话会很危险，但是主人却和什么都没有关系，在袋子里平静地睡着了。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/301900/description	no-product-write-protected
HISTORY-LLM-170	protected-history-retained	official-or-wiki	其姿态为复眼	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302200/title	no-product-write-protected
HISTORY-LLM-171	protected-history-retained	official-or-wiki	这份感情的主人，因为在意周围的目光，所以害怕自己的Doppel。而拥有众多眼睛的Doppel，正是众目的化身。在没有人影的时候，它是一片鲜艳的花田，被它吸引而踏入的人，瞬间就会被无数的视线射穿动弹不得。如果就这样一直被看下去，忘记的自责的事情就会填满脑子，只能自我否定。但是，因为无数的眼珠关系不好而会开始吵架，所以会产生逃跑的间隙，再加上主人自己也会因为害怕而阻止Doppel,所以得救的人意外的多。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302200/description	no-product-write-protected
HISTORY-LLM-172	protected-history-retained	official-or-wiki	其姿态为铅	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302300/title	no-product-write-protected
HISTORY-LLM-173	protected-history-retained	official-or-wiki	这份感情的主人，在无法压抑爱情的自己和在铅之体中燃烧感情的Doppel之间感到了焦虑。这个Doppel和主人一样无法抑制自己的爱情，再加上对自己喜欢的人不能采取坦诚的行动，所以性格别扭，为了表达爱情而提出了决斗。并且，越是看到痛苦的对方，爱的热情就越高涨，最终会把意中人用6000度的高温烧尽。Doppel觉得这样的自己别说心了，连身体都会变得乱七八糟的了。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302300/description	no-product-write-protected
HISTORY-LLM-174	protected-history-retained	official-or-wiki	其姿态为真空吸尘器	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302400/title	no-product-write-protected
HISTORY-LLM-175	protected-history-retained	official-or-wiki	这份感情的主人，对于不仅不听使唤，甚至强行霸占吸食了别人食物的Doppel的贪婪而目瞪口呆。＠这个Doppel一旦发现合适的对象，就不听主人的指示，擅自开始吸食魔力，直到对方死去为止都不会改变对象。＠拥有可以说是无限的胃袋，不必担心吸入过多而导致自爆的剧情展开，但魔力越蓄积越是沉重，有时会压垮主人。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302400/description	no-product-write-protected
HISTORY-LLM-176	protected-history-retained	official-or-wiki	其姿态为仓库	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302700/title	no-product-write-protected
HISTORY-LLM-177	protected-history-retained	official-or-wiki	这个Doppel是报应的化身。这份感情的主人永不会遗忘对怨恨之人给予报应。这只Doppel是三首狐拳的Doppel之一，擅长保护和辅助。这个Doppel在出现中，将主人固定在原处作为诱饵。在其之前无论何种怪力皆会被化为无形，未能判清而径直攻击者将会被岩石般的巨掌捕获并吸纳至体内，此外还会强行捏造证据向对手强加不平等的条约。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302700/description	no-product-write-protected
HISTORY-LLM-178	protected-history-retained	official-or-wiki	贯穿的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302800/name	no-product-write-protected
HISTORY-LLM-179	protected-history-retained	official-or-wiki	其姿态为扳机	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302800/title	no-product-write-protected
HISTORY-LLM-180	protected-history-retained	official-or-wiki	这份感情的Doppel是贯穿的复写。这种感情的主人会以怨恨的人为目标，彻底贯穿。这只Doppel是三首狐拳的Doppel之一，擅长于力量，将所有魔法都扭倒。一旦这只Doppel扣动扳机，要么是命中对方，要么是直到主人筋疲力尽为止，无论如何都会执迷不悟地追着对手。但由于过于专心，即使是主人也不会接受第二次命令，也不会考虑到对周围的伤害，因此使用时要注意。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302800/description	no-product-write-protected
HISTORY-LLM-181	protected-history-retained	official-or-wiki	其姿态为风平浪静	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302900/title	no-product-write-protected
HISTORY-LLM-182	protected-history-retained	official-or-wiki	这种感情的主人对Doppel没有特别的感情。使周围的魔力活动显著下降的Doppel，无论在多么激烈的战斗中，都会把周围的魔力变成风平浪静的状态。只要在那个由魔法制造的风平浪静中，不管敌人还是朋友，双方都不能发挥任何魔法的效果。Doppel和主人的姿态融合，似乎是因为缺乏感情起伏的主人的特征。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/302900/description	no-product-write-protected
HISTORY-LLM-183	protected-history-retained	official-or-wiki	其姿态为腐叶土	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303000/title	no-product-write-protected
HISTORY-LLM-184	protected-history-retained	official-or-wiki	这份感情的主人，相信着Doppel的所为是为了绿化环境而作的善行。由土壤组成的Doppel之身躯富含着能分解任何有机物的酶，被其触及者将会即刻腐化遭到分解，化作丰沃大地的养分。而Doppel摆动身体抛射的黑色绒毛所附着之物将于转瞬之间被极速生长的根系侵蚀，变作土里的植物。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303000/description	no-product-write-protected
HISTORY-LLM-185	protected-history-retained	official-or-wiki	其姿态为吐真剂	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303100/title	no-product-write-protected
HISTORY-LLM-186	protected-history-retained	official-or-wiki	这份感情的主人得知了人心易变的现实后，连对开始怀疑他人的自己都觉得生厌而苦不堪言。能与之共情的Doppel不允许任何人掩饰自我，对所有人都带着“要说出真话”的要求。Doppel起初形为美丽的贝壳，可一旦对其表示拒绝或是被看透内心的黑暗面，便会示出恐吓、威胁，强迫来者敞开心扉。若是仍无成效其将会动用吐真剂，但由于注射的针筒过粗会致被注射者于死地，至今以来未见成功。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303100/description	no-product-write-protected
HISTORY-LLM-187	protected-history-retained	official-or-wiki	其姿态为占卜师	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303700/title	no-product-write-protected
HISTORY-LLM-188	protected-history-retained	official-or-wiki	这份感情的主人既是委托者也是被委托者。将明确指示出命运走向的Doppel视作是自身内在的真实力量，因而不会去否定被揭示出的命运。＠连接至手背与背部的这个Doppel，时常通过感受主人心跳与脉搏的方式进行同调，再使彼此行为与感觉统一，从而示出绝不可能动摇的命运。其结果描绘于圆睁的那目中间，以瞳孔中心映出的塔罗牌之种类与朝向而决定。＠想要逃离主人与Doppel所揭示的命运被证明是无谓的努力。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303700/description	no-product-write-protected
HISTORY-LLM-189	protected-history-retained	official-or-wiki	其姿态为随葬品	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303800/title	no-product-write-protected
HISTORY-LLM-190	protected-history-retained	official-or-wiki	这份感情的主人，对于不仅能将物质，连感情，甚至记忆中的概念都能埋藏起来的Doppel，抱有不小的安心感。＠从土中出现的Doppel，使用陶俑形状的信标来建立自己的阵地，再向其中降下大量的土砂，制造出古墓。如果接触到那片土地，即使外表上看不出来，也会有某些东西被埋葬而丢失。＠这个Doppel是出于善意做出这种行为，一切都是为了主人。但是，不知道感情的主人是否能够发现这一点。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/303800/description	no-product-write-protected
HISTORY-LLM-191	protected-history-retained	official-or-wiki	流言的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/304600/name	no-product-write-protected
HISTORY-LLM-192	protected-history-retained	official-or-wiki	其姿态为双反相机	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/304600/title	no-product-write-protected
HISTORY-LLM-193	protected-history-retained	official-or-wiki	这份感情的主人被追求真相的欲望所驱使，而Doppel也过度地回应了这种执念。只需简单地拍下对方的全身，这台双反相机就能将真相一览无余地揭露出来。＠谁也忘不了这个被Doppel揭穿的真相。 这个Doppel拥有的两个镜头，瞄准了拍摄对象和拍摄者双方。如果揭露的是愤怒，那份愤怒也会同样在彼此心中激荡；若揭露的是悲伤，悲伤也会在双方记忆中留下同样的痕迹吧。 如果继续使用这个Doppel的话，除非用那个能力将对方全部暴露，否则将再也无法对对方心生信任。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/304600/description	no-product-write-protected
HISTORY-LLM-194	protected-history-retained	official-or-wiki	其姿态为糖煮水果	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305000/title	no-product-write-protected
HISTORY-LLM-195	protected-history-retained	official-or-wiki	这种感情的主人冷眼看着虽然外表很漂亮，但为了满足自己的欲望而变丑的Doppel。＠这只Doppel不仅理解自己的奢侈和美丽，还认为自己是免罪符。因此，自制力不起作用，感兴趣的东西就会用尽“千方百计”去弄到手。特别是对第一次看到的东西很执着。＠但是，有用腹部满足欲望的癖好，把在意的东西放入了胃里。因此，这个Doppel好像只记得自己感兴趣的对象的味道。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305000/description	no-product-write-protected
HISTORY-LLM-196	protected-history-retained	official-or-wiki	其姿态为残影	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305100/title	no-product-write-protected
HISTORY-LLM-197	protected-history-retained	official-or-wiki	这份感情的主人，虽然被Doppel那复古的情景和齐全的道具所吸引，但为了不被其魅力所吞噬，划下了一道界限。＠这个Doppel拒绝了时间的推进，持续停留在令人怀念的景色中。由于一直重复着同样的时间，因此总是追求着像家人一样能够分享时光的存在。＠主人因为理解了Doppel的意图，所以不想要回头看总是跟在后面的Doppel的样子。然而，据被吞噬的人说，似乎能度过回归童心、像是要融化一般舒适的时光。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305100/description	no-product-write-protected
HISTORY-LLM-198	protected-history-retained	official-or-wiki	其姿态为卡哇伊	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305200/title	no-product-write-protected
HISTORY-LLM-199	protected-history-retained	official-or-wiki	这份感情的主人热爱卡哇伊文化，并在推广它的过程中得到极大的乐趣。凝视着自己的形象时，她的脸上就会喜不自胜。＠这个Doppel深知主人传播她的兴趣的志愿，所以它努力植入对漫画、动画、梦幻可爱和怪诞可爱的喜爱。如果它遇到不像主人那么可爱的人，它就会从六只眼睛中释放出彩虹光束，将他们包围在一堆积如山的丝带和花边中，改变他们的爱好和品味。据说它的受害者会对它毕恭毕敬。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305200/description	no-product-write-protected
HISTORY-LLM-200	protected-history-retained	official-or-wiki	其姿态为帘轨	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305400/title	no-product-write-protected
HISTORY-LLM-201	protected-history-retained	official-or-wiki	这份感情的主人，很中意这个方便藏身的Doppel。为了治愈因扮演虚假而疲惫的身心，会潜入其中。＠此外，由于Doppel也在拼命地隐藏着真正的自己，所以能够理解主人的感受，认为彼此之间是展现本性的命运共同体。如果有人想发掘真相，就会用身上缠绕的窗帘和锐利的部位拼死抵抗，绝对不会让看到的人留下活口。似乎会在心情好的时候自己跳来跳去，但除了主人之外没有人见过。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305400/description	no-product-write-protected
HISTORY-LLM-202	protected-history-retained	official-or-wiki	新贵的魔女化身	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305500/name	no-product-write-protected
HISTORY-LLM-203	protected-history-retained	official-or-wiki	其姿态为兵	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305500/title	no-product-write-protected
HISTORY-LLM-204	protected-history-retained	official-or-wiki	这种感情的主人，看到了破壳而自我改革的Doppel的样子，看到了自己的未来。＠Doppel以不借助任何人而获得力量为荣，也许是出于这种自信吧，它完全不接受他人的建议。这对主人也是一样，意见很好地吻合的时候才会合作，但是一旦不顺心的时候就不会顽固地点头。＠对主人以外的人，即使和以前的自己一样是弱者也不饶恕，如果有违背本意的人，就用灼热包裹的杖串起来。 主人认为这是因为想起了弱小的自己而感到恐惧的虚势。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305500/description	no-product-write-protected
HISTORY-LLM-205	protected-history-retained	official-or-wiki	其姿态为第三眼	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305600/title	no-product-write-protected
HISTORY-LLM-206	protected-history-retained	official-or-wiki	这种感情的主人对自己隐藏的姿态的体现感到喜悦，同时也对不需要继续欺骗真正的姿态感到开放感。＠这只Doppel决不隐藏自己，绝不掩饰自己的真实姿态，甚至不允许他人介入。否定的人被开明的眼睛烧毁在黑暗的业火上，堕落后被剑所刻。其实这是为了不让在意他人目光的主人停留，但主人自己却完全没有意识到，沉醉在打碎敌人的姿态中。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305600/description	no-product-write-protected
HISTORY-LLM-207	protected-history-retained	official-or-wiki	其姿态为游乐园	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305700/title	no-product-write-protected
HISTORY-LLM-208	protected-history-retained	official-or-wiki	这种感情的主人认为Doppel是一个谁都看不到的、可以回归童心的地方。这个Doppel具有挖掘潜藏在内心的幼小心灵的力量，被触碰的人即使是做着幼儿所享受的事情也会变得快乐，从所有的压力中解放出来。但是，如果一起玩耍成为俘虏后，就会觉得Doppel的嘴是通往乐园的入口，进去的人就再也回不去了。尽管如此，因为有定员数，如果太多的人进入嘴里，就连Doppel也会痛苦地吐出来。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305700/description	no-product-write-protected
HISTORY-LLM-209	protected-history-retained	official-or-wiki	其姿态为牛车	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305800/title	no-product-write-protected
HISTORY-LLM-210	protected-history-retained	official-or-wiki	这份感情的主人，虽然相信自身的正直，但也意识到自己毫不通融的性格可能让自己在未来陷入无路可走的困境。＠一心一意前行的这个Doppel，比起行动上心里其实更着急，总是向前倾几乎快倒下了，但是，它为了不倒下所以用带车轮的手臂支撑着，在被物理上阻止之前绝不会停下，即使遇到了障碍，也会用锯型手臂破坏掉。＠如此专一的Doppel，对主人来说起到了肯定自我的作用。	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305800/description	no-product-write-protected
HISTORY-LLM-211	protected-history-retained	official-or-wiki	其姿态为蛾	magica/i18n_audit/wiki_authority_pass9/doppel_equivalence_report.tsv#/305900/title	no-product-write-protected
