row_id	physical_line	rule_type	source_key	current_cn	verdict	severity	proposed_cn	proposed_source_tier	reason	evidence	placeholder_check	newline_check	japanese_target_check	formal_term_note	product_write_allowed
ENG-241	241	exact	スキップ確認	跳过确认	acceptable-no-change	none	跳过确认	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-242	242	exact	次の選択肢までスキップします。\nよろしいですか？	将跳过至下一个选项。\n确定吗？	acceptable-no-change	none	将跳过至下一个选项。\n确定吗？	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-243	243	exact	／8文字	／8个字符	acceptable-no-change	none	／8个字符	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-244	244	exact	発動可能	可发动	acceptable-no-change	none	可发动	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-245	245	exact	戦闘不能中	战斗不能中	acceptable-no-change	none	战斗不能中	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-246	246	exact	発動不可	不可发动	acceptable-no-change	none	不可发动	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-247	247	exact	準備中	准备中	acceptable-no-change	none	准备中	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-249	249	exact	使用禁止	禁止使用	acceptable-no-change	none	禁止使用	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-250	250	exact	防御力	防御力	acceptable-no-change	none	防御力	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-252	252	exact	Blast弱点	Blast弱点	acceptable-no-change	none	Blast弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Blast	false
ENG-253	253	exact	水属性攻撃弱点	水属性攻击弱点	acceptable-no-change	none	水属性攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-254	254	exact	火属性攻撃弱点	火属性攻击弱点	acceptable-no-change	none	火属性攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-255	255	exact	木属性攻撃弱点	木属性攻击弱点	acceptable-no-change	none	木属性攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-256	256	exact	光属性攻撃弱点	光属性攻击弱点	acceptable-no-change	none	光属性攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-257	257	exact	闇属性攻撃弱点	暗属性攻击弱点	acceptable-no-change	none	暗属性攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-258	258	exact	無属性攻撃弱点	无属性攻击弱点	acceptable-no-change	none	无属性攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-259	259	exact	火属性攻撃力	火属性攻击力	acceptable-no-change	none	火属性攻击力	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-260	260	exact	闇属性攻撃力	暗属性攻击力	acceptable-no-change	none	暗属性攻击力	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-261	261	exact	光属性攻撃力	光属性攻击力	acceptable-no-change	none	光属性攻击力	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-262	262	exact	水属性攻撃力	水属性攻击力	acceptable-no-change	none	水属性攻击力	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-263	263	exact	木属性攻撃力	木属性攻击力	acceptable-no-change	none	木属性攻击力	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-264	264	exact	再開確認	继续确认	correction-required	high	回到战斗确认	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确标题为“回到战斗确认”；当前词序和语义不清。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d11f8']; armv7 offsets=['0x118016c']	pass	pass	pass		false
ENG-271	271	exact	行動不能	无法行动	acceptable-no-change	none	无法行动	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-272	272	exact	HP回復禁止	HP回复禁止	correction-required	medium	禁止回复HP	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 与国服帮助均精确使用“禁止回复HP”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0450']; armv7 offsets=['0x117f4bc']	pass	pass	pass		false
ENG-273	273	exact	MP回復禁止	MP回复禁止	correction-required	medium	禁止回复MP	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 与国服帮助均精确使用“禁止回复MP”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0470']; armv7 offsets=['0x117f4dc']	pass	pass	pass		false
ENG-274	274	exact	MP回復不能	MP无法回复	acceptable-no-change	none	MP无法回复	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-275	275	exact	回避無効	回避无效	acceptable-no-change	none	回避无效	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-277	277	exact	防御無視	无视防御	acceptable-no-change	none	无视防御	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-279	279	exact	挑発無視	无视挑衅	acceptable-no-change	none	无视挑衅	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-293	293	exact	開始前	开始前	acceptable-no-change	none	开始前	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-294	294	exact	開始後	开始后	acceptable-no-change	none	开始后	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-295	295	exact	難易度	难度	acceptable-no-change	none	难度	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-296	296	exact	はい	是	acceptable-no-change	none	是	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-306	306	prefix	^ネットワーク接続に失敗しました。再接続しますか？\nエラーコード：	网络连接失败。要重新连接吗？\n错误代码：	acceptable-no-change	none	网络连接失败。要重新连接吗？\n错误代码：	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-307	307	prefix	^ネットワーク接続に失敗しました。\nエラーコード：	网络连接失败。\n错误代码：	acceptable-no-change	none	网络连接失败。\n错误代码：	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
